"p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
0.131541478401371,-0.128225564590985,0.034,0.073,1
0.131600600580769,-0.083635612728667,0.004,0.018,1
0.131600600580769,-0.0439196253980834,0.004,0.018,1
0.131600600580769,-0.0401404075678267,0.004,0.018,1
0.131600600580769,-0.0669066167330704,0.004,0.018,1
0.131600600580769,-0.0767434037874268,0.004,0.018,1
0.131600600580769,-0.0465077514804729,0.004,0.018,1
0.131600600580769,-0.0760284231861331,0.004,0.018,1
0.131600600580769,-0.101323948014179,0.004,0.018,1
0.131600600580769,-0.053028264259243,0.004,0.018,1
0.131600600580769,-0.079984308515213,0.004,0.018,1
0.131669489341039,0.0406209861767797,0.033,0.073,1
0.131834783899494,0.52942598980453,0.115,0.2,1
0.131839416870956,-0.016036640298009,0.012,0.036,1
0.131839416870956,-0.0129761226261268,0.012,0.036,1
0.131839416870956,0.0114001964941574,0.012,0.036,1
0.131924447578124,0.131718349092208,0.033,0.073,1
0.132179788195842,0.0151662565114618,0.033,0.073,1
0.132179788195842,0.0481209395729212,0.033,0.073,1
0.132246765853794,0.0264141465209193,0.012,0.036,1
0.132246765853794,0.0311848810118405,0.012,0.036,1
0.132246765853794,-0.0304196011288703,0.012,0.036,1
0.132246765853794,0.030896329724654,0.012,0.036,1
0.132246765853794,0.0469683227126563,0.012,0.036,1
0.132246765853794,-0.0228377181497906,0.012,0.036,1
0.132246765853794,-0.042068586788553,0.012,0.036,1
0.132246765853794,-0.0131827475590744,0.012,0.036,1
0.132246765853794,-0.0129784510750477,0.012,0.036,1
0.132285790718675,-0.065404853387415,0.004,0.018,1
0.132285790718675,-0.0638557775752985,0.004,0.018,1
0.132285790718675,-0.0561265570236406,0.004,0.018,1
0.132285790718675,-0.0560376019000151,0.004,0.018,1
0.132285790718675,-0.0290649239086654,0.004,0.018,1
0.132285790718675,-0.0611783532648702,0.004,0.018,1
0.132285790718675,-0.0465221759676594,0.004,0.018,1
0.132285790718675,-0.0407396992108806,0.004,0.018,1
0.132285790718675,-0.075145500779559,0.004,0.018,1
0.132285790718675,-0.0385853094363871,0.004,0.018,1
0.132285790718675,-0.0752750078324513,0.004,0.018,1
0.132285790718675,-0.0686172636862302,0.004,0.018,1
0.132285790718675,-0.0880591448586294,0.004,0.018,1
0.132285790718675,-0.0465234034302751,0.004,0.018,1
0.132285790718675,0.0341146772321798,0.004,0.018,1
0.132285790718675,-0.0646213672668716,0.004,0.018,1
0.132285790718675,-0.0475666781573844,0.004,0.018,1
0.132285790718675,-0.0624892184674277,0.004,0.018,1
0.132285790718675,-0.0183717471211506,0.004,0.018,1
0.132285790718675,-0.054845058456742,0.004,0.018,1
0.132285790718675,-0.0590609199667532,0.004,0.018,1
0.132285790718675,-0.0852859528619711,0.004,0.018,1
0.132285790718675,-0.057340442435227,0.004,0.018,1
0.132285790718675,-0.0172264613396418,0.004,0.018,1
0.132285790718675,-0.0454098233794574,0.004,0.018,1
0.132285790718675,-0.0446540322487992,0.004,0.018,1
0.132285790718675,-0.0531170447616242,0.004,0.018,1
0.132285790718675,-0.0642175688050795,0.004,0.018,1
0.132285790718675,-0.0645976665447598,0.004,0.018,1
0.132285790718675,-0.049988726715876,0.004,0.018,1
0.132285790718675,-0.077275421437886,0.004,0.018,1
0.132358831895978,5.16345453170244,0.04,0,1
0.132566827381488,0.393482737865491,0.284,0.473,1
0.132622464855993,0.112034430889586,0.044,0.091,1
0.132691617854646,0.0697460060188655,0.033,0.073,1
0.132954784750551,-0.119482220285512,0.023,0.055,1
0.132973741111404,-0.021145281021914,0.004,0.018,1
0.132973741111404,0.0488695007805893,0.004,0.018,1
0.132973741111404,0.0601556158547553,0.004,0.018,1
0.132973741111404,-0.020900440786418,0.004,0.018,1
0.132973741111404,-0.031033910329362,0.004,0.018,1
0.132973741111404,-0.0362598510791887,0.004,0.018,1
0.132973741111404,-0.033613294132512,0.004,0.018,1
0.132973741111404,-0.0195833953961545,0.004,0.018,1
0.132973741111404,-0.0240469003528528,0.004,0.018,1
0.132973741111404,-0.0473567095970682,0.004,0.018,1
0.132973741111404,-0.05920415385245,0.004,0.018,1
0.132973741111404,-0.0648826241782338,0.004,0.018,1
0.132973741111404,-0.0504262230390179,0.004,0.018,1
0.132973741111404,-0.0263575350873472,0.004,0.018,1
0.132973741111404,-0.0346414585975082,0.004,0.018,1
0.132973741111404,-0.0463434961959101,0.004,0.018,1
0.132973741111404,0.029534769116417,0.004,0.018,1
0.132973741111404,-0.0325589045929685,0.004,0.018,1
0.132973741111404,-0.0627068846779488,0.004,0.018,1
0.132973741111404,-0.0211073304694972,0.004,0.018,1
0.132973741111404,-0.0322420556650066,0.004,0.018,1
0.132973741111404,-0.031041781661984,0.004,0.018,1
0.132973741111404,-0.033032520126552,0.004,0.018,1
0.132973741111404,-0.0282635553847534,0.004,0.018,1
0.132973741111404,-0.0696402282501417,0.004,0.018,1
0.132973741111404,-0.0213243920298922,0.004,0.018,1
0.132973741111404,-0.0213470742855924,0.004,0.018,1
0.132973741111404,-0.0236552156180362,0.004,0.018,1
0.132973741111404,-0.0424201057976411,0.004,0.018,1
0.132973741111404,-0.0560927497169607,0.004,0.018,1
0.132973741111404,0.0254327665348491,0.004,0.018,1
0.132973741111404,-0.0643655835742769,0.004,0.018,1
0.132973741111404,-0.0168962270480496,0.004,0.018,1
0.132973741111404,-0.012612583673365,0.004,0.018,1
0.132973741111404,-0.0285175216147266,0.004,0.018,1
0.132973741111404,-0.0564929624329166,0.004,0.018,1
0.132973741111404,-0.0406908915286285,0.004,0.018,1
0.132973741111404,0.0256585004846708,0.004,0.018,1
0.132973741111404,0.0340962557647061,0.004,0.018,1
0.132973741111404,-0.0404679242614391,0.004,0.018,1
0.132973741111404,-0.0592322869796353,0.004,0.018,1
0.132973741111404,-0.0449153430056507,0.004,0.018,1
0.132973741111404,-0.0563572882817343,0.004,0.018,1
0.132973741111404,-0.033445768414246,0.004,0.018,1
0.132973741111404,-0.0212683723587808,0.004,0.018,1
0.132973741111404,-0.0283291526303656,0.004,0.018,1
0.132973741111404,-0.0373159630476978,0.004,0.018,1
0.132973741111404,-0.0358095978938717,0.004,0.018,1
0.132973741111404,-0.0584846665956785,0.004,0.018,1
0.132973741111404,-0.0333527180457242,0.004,0.018,1
0.132973741111404,-0.0151146562554885,0.004,0.018,1
0.132973741111404,0.02230946851123,0.004,0.018,1
0.132973741111404,0.0551737433875804,0.004,0.018,1
0.132973741111404,-0.0404832398595453,0.004,0.018,1
0.132973741111404,-0.0354557172179997,0.004,0.018,1
0.132973741111404,0.0425520191475701,0.004,0.018,1
0.132973741111404,-0.0442094461720183,0.004,0.018,1
0.132973741111404,0.0310822207023189,0.004,0.018,1
0.132973741111404,-0.0194831666452895,0.004,0.018,1
0.132973741111404,-0.0193839738287877,0.004,0.018,1
0.132973741111404,-0.038179524689934,0.004,0.018,1
0.132973741111404,-0.0499482780869184,0.004,0.018,1
0.132973741111404,-0.014572760236229,0.004,0.018,1
0.132973741111404,-0.0423049250980489,0.004,0.018,1
0.132973741111404,-0.055004919832413,0.004,0.018,1
0.132973741111404,-0.0367059483637056,0.004,0.018,1
0.132973741111404,0.0145571593428,0.004,0.018,1
0.132973741111404,-0.0442803718693027,0.004,0.018,1
0.132973741111404,-0.0204989006786371,0.004,0.018,1
0.132973741111404,-0.0574621571787236,0.004,0.018,1
0.132973741111404,-0.0467840897589888,0.004,0.018,1
0.132973741111404,0.0562109139480627,0.004,0.018,1
0.132973741111404,0.0411708547751869,0.004,0.018,1
0.132973741111404,-0.0395189120243098,0.004,0.018,1
0.132973741111404,-0.054796934352355,0.004,0.018,1
0.132973741111404,-0.037681519790558,0.004,0.018,1
0.132973741111404,-0.0456032300554181,0.004,0.018,1
0.133152477667064,0.219027465529736,0.067,0.127,1
0.133290192887824,0.0864768800212326,0.044,0.091,1
0.133391867578355,0.329198910644555,0.114,0.2,1
0.133758004667524,0.105718902816792,0.068,0.127,1
0.133960519870485,0.0443111420924371,0.044,0.091,1
0.133960519870485,0.0291968766072221,0.044,0.091,1
0.134633451413864,0.103667885282909,0.044,0.091,1
0.135116314737302,-0.0165174013105925,0.023,0.055,1
0.135625621875247,-0.0419406009149484,0.034,0.073,1
0.135738855711824,-0.0696713154186686,0.023,0.055,1
0.135875029584983,0.363322222307421,0.039,0,1
0.135961331252514,0.434444418492358,0.226,0.382,1
0.136050955738636,-0.0212077542662356,0.023,0.055,1
0.136142952131317,0.01007333544813,0.034,0.073,1
0.136363609512236,-0.0627305702729478,0.023,0.055,1
0.136853761333902,0.181173152205365,0.091,0.164,1
0.137288088528744,0.133352502305006,0.068,0.127,1
0.137315529779184,0.342104275472181,0.068,0.127,1
0.137351334928686,0.0488358712285273,0.044,0.091,1
0.137619772856403,0.0688696415943279,0.023,0.055,1
0.137624623621518,0.378088726387536,0.181,0.309,1
0.137892127413435,-0.0343407654530842,0.069,0.127,1
0.137965610495367,0.0150029202341934,0.034,0.073,1
0.13800510134828,0.141839866190284,0.056,0.109,1
0.138210766375872,0.0822496416967585,0.056,0.109,1
0.138496196824787,0.209209150281735,0.044,0.091,1
0.139209133160939,0.556736396009935,0.171,0.291,1
0.139417368345656,0.150852919828969,0.044,0.091,1
0.139491280460622,0.409018605253371,0.038,0,1
0.13952072171773,0.0880964344336695,0.023,0.055,1
0.13952072171773,0.0123440757787444,0.023,0.055,1
0.13952072171773,0.0984299157701967,0.023,0.055,1
0.140336594689601,0.0944563204889098,0.034,0.073,1
0.140343249114043,0.220261829853626,0.044,0.091,1
0.14047874417786,0.106392621397971,0.023,0.055,1
0.14047874417786,0.0476057795937188,0.023,0.055,1
0.140488697165267,0.264599323592637,0.056,0.109,1
0.140601960326975,0.0472131039522307,0.034,0.073,1
0.140799206776409,0.0139981122841042,0.023,0.055,1
0.140799206776409,0.100741963776224,0.023,0.055,1
0.140799206776409,-0.0302870464008496,0.023,0.055,1
0.140867711665075,-0.0250092302569651,0.034,0.073,1
0.141120231149209,0.108078394187425,0.023,0.055,1
0.141120231149209,0.0258205636742283,0.023,0.055,1
0.141133849005949,0.102606183675914,0.034,0.073,1
0.14132009924713,0.171575913284187,0.08,0.145,1
0.141400372651332,0.0549808702846339,0.034,0.073,1
0.141441817826269,0.0303515232848145,0.023,0.055,1
0.141636577060727,0.0197347068469205,0.045,0.091,1
0.14220226442719,0.0416048411556817,0.034,0.073,1
0.142218532818086,0.563157342734751,0.148,0.255,1
0.142695121536556,0.743712888133603,0.209,0.345,1
0.143007643775907,0.129667250825982,0.034,0.073,1
0.143210915463585,0.453343593394407,0.038,0,1
0.143236398306195,0.0618692418512635,0.057,0.109,1
0.143251624164065,0.306548529875616,0.739,0.964,1
0.143385282072735,0.303194642329311,0.155,0.255,1
0.143463800686037,0.294940761267918,0.457,0.764,1
0.143655447948231,0.0216792614944302,0.057,0.109,1
0.14391509435418,-0.0584013678131842,0.07,0.127,1
0.144064675130005,-0.0569835189408585,0.034,0.073,1
0.145016668959432,0.469599739631457,0.348,0.6,1
0.146156588112204,-0.150518115346145,0.013,0.036,1
0.14673806418839,0.14090114030259,0.057,0.109,1
0.147037410034553,-0.034497342454812,0.034,0.073,1
0.147457374074963,-0.0843183784265291,0.023,0.055,1
0.1478348159392,0.248187141722741,0.08,0.145,1
0.147884388449649,-0.167405218464187,0.013,0.036,1
0.148754120521409,-0.0363090796695084,0.013,0.036,1
0.148849995584138,-0.180529898097238,0.035,0.073,1
0.149627752669841,-0.0447964204652891,0.013,0.036,1
0.149627752669841,-0.0875755771030827,0.013,0.036,1
0.149669694422853,0.326885909087153,0.116,0.2,1
0.149822088256473,0.879360294176355,0.624,0.8,1
0.150056825230451,-0.01166338587277,0.034,0.073,1
0.150505293958203,-0.103318615403285,0.013,0.036,1
0.150764283243803,-0.0846489685488312,0.023,0.055,1
0.151159332952362,0.137711876067995,0.081,0.145,1
0.151386753415075,-0.0601708123670345,0.013,0.036,1
0.151386753415075,-0.0585617623529817,0.013,0.036,1
0.151386753415075,-0.0190870914935257,0.013,0.036,1
0.151669114848848,-0.0712537152618548,0.059,0.109,1
0.151739652563628,0.261001340191096,0.08,0.145,1
0.151828955268548,0.0308481748302212,0.013,0.036,1
0.15190241291054,0.940897410357201,0.542,0.636,1
0.151933047822009,0.0306398220118989,0.046,0.091,1
0.152002749479635,-0.0139123650420112,0.034,0.073,1
0.152272140033942,-0.025161154878835,0.013,0.036,1
0.152272140033942,-0.0603774816963602,0.013,0.036,1
0.152272140033942,0.0519053406835768,0.013,0.036,1
0.152282299987422,-0.0141001561332957,0.034,0.073,1
0.152324378668742,0.597071385668625,0.065,0.018,1
0.152389816815121,0.222450674556408,0.07,0.127,1
0.152433979945646,0.316183847239732,0.141,0.236,1
0.152679672040637,-0.0312135421780722,0.047,0.091,1
0.152716308829889,-0.0306268696768723,0.013,0.036,1
0.152716308829889,-0.0438345386934989,0.013,0.036,1
0.152716308829889,-0.0260332721379606,0.013,0.036,1
0.152716308829889,-0.0193168676094778,0.013,0.036,1
0.152716308829889,-0.039294859429396,0.013,0.036,1
0.152716308829889,-0.0120101537719162,0.013,0.036,1
0.152716308829889,-0.0518946181666085,0.013,0.036,1
0.152716308829889,-0.0252255352473061,0.013,0.036,1
0.152775386172579,0.121241185826003,0.023,0.055,1
0.152775386172579,-0.0643328220242641,0.023,0.055,1
0.152894816331938,0.382364025333639,0.19,0.309,1
0.153140700263258,0.279625363949432,0.081,0.145,1
0.153161462772778,-0.0183160716233378,0.013,0.036,1
0.153161462772778,-0.0173949253471981,0.013,0.036,1
0.153161462772778,-0.0514715607523929,0.013,0.036,1
0.153161462772778,-0.0238279337430262,0.013,0.036,1
0.153161462772778,0.0193096714114839,0.013,0.036,1
0.153161462772778,-0.0493663029908785,0.013,0.036,1
0.153398213093993,0.0599807646235085,0.046,0.091,1
0.153450270146904,0.0189375834807548,0.023,0.055,1
0.15360760297674,-0.0226279772595342,0.013,0.036,1
0.15360760297674,0.0781426317339796,0.013,0.036,1
0.15360760297674,-0.0130558449120822,0.013,0.036,1
0.15360760297674,0.117008789989535,0.013,0.036,1
0.15360760297674,-0.0290846709051995,0.013,0.036,1
0.15360760297674,0.0624981322227535,0.013,0.036,1
0.15360760297674,0.0738584481599496,0.013,0.036,1
0.153685925738435,0.153641738398882,0.034,0.073,1
0.153815441119655,0.597632230227827,0.116,0.2,1
0.153967827485264,0.0743063131797028,0.034,0.073,1
0.153967827485264,0.262294629441229,0.034,0.073,1
0.154054730553631,-0.0107885389470568,0.013,0.036,1
0.154054730553631,0.0354488298828871,0.013,0.036,1
0.154054730553631,0.010942672533631,0.013,0.036,1
0.154054730553631,0.117222387211366,0.013,0.036,1
0.154054730553631,0.0177079496505547,0.013,0.036,1
0.154054730553631,0.0681908891445957,0.013,0.036,1
0.154054730553631,0.0216933352323968,0.013,0.036,1
0.154054730553631,0.0393860827796376,0.013,0.036,1
0.154054730553631,0.0275516372927761,0.013,0.036,1
0.154466843484727,0.0675795282488769,0.023,0.055,1
0.155025654842864,0.408428945943987,0.036,0,1
0.155120524260614,-0.0296151887940934,0.047,0.091,1
0.155147396248166,0.0758547379770176,0.023,0.055,1
0.155488525232118,0.128904744929052,0.023,0.055,1
0.155488525232118,0.0453136562618423,0.023,0.055,1
0.155612230876473,-0.0237451496094803,0.047,0.091,1
0.155830223256118,0.0142472896209133,0.023,0.055,1
0.155830223256118,0.0440123490583579,0.023,0.055,1
0.156034661117856,0.267650000259528,0.07,0.127,1
0.156045979011932,0.248197714955096,0.142,0.236,1
0.156172490798121,0.10603848336778,0.023,0.055,1
0.156172490798121,0.0559507341815917,0.023,0.055,1
0.156237207292959,0.194419422110751,0.034,0.073,1
0.156515328335313,0.117584473666143,0.023,0.055,1
0.156515328335313,0.12743901827525,0.023,0.055,1
0.156522654644789,0.109986420608062,0.034,0.073,1
0.156522654644789,0.154098144042778,0.034,0.073,1
0.156808207902525,0.577710607659764,0.226,0.382,1
0.156858736344101,0.0142203735559644,0.023,0.055,1
0.157378428325811,0.121593861737052,0.07,0.127,1
0.157675665969921,0.131165786479781,0.07,0.127,1
0.15886250111538,0.106582379124121,0.046,0.091,1
0.158873238269497,0.508420085689697,0.081,0.145,1
0.158937684214877,0.215626837923049,0.058,0.109,1
0.158939168118115,0.0743639162579587,0.059,0.109,1
0.159482744781832,0.0126875122139669,0.035,0.073,1
0.160604923542778,0.48031008557561,0.308,0.509,1
0.160634584894995,-0.0152682054915568,0.035,0.073,1
0.160975942420229,0.143647968567931,0.058,0.109,1
0.161103373702919,0.259488876559828,0.082,0.145,1
0.161792700418634,0.0749361707794632,0.035,0.073,1
0.163033885882517,0.206309252715735,0.058,0.109,1
0.163249195088411,0.0674182924267557,0.035,0.073,1
0.16372425754272,0.133093730615753,0.058,0.109,1
0.164421491284226,0.0414691801780102,0.035,0.073,1
0.164715553660051,0.0887469090259048,0.035,0.073,1
0.165087702323193,-0.0262863975687895,0.024,0.055,1
0.165304866203253,0.0343308023013588,0.035,0.073,1
0.165343689771086,0.17193236266825,0.058,0.109,1
0.165436756861869,-0.071310309819817,0.06,0.109,1
0.165895764176204,0.122597427164013,0.035,0.073,1
0.166158401656571,0.294643840571303,0.07,0.127,1
0.16659103496347,0.468328407772499,0.214,0.345,1
0.166741344427137,0.202862206160814,0.058,0.109,1
0.166768217488181,-0.0382515918442362,0.036,0.073,1
0.166785088285058,0.0887145146241946,0.035,0.073,1
0.166785088285058,0.103802854441135,0.035,0.073,1
0.167195041838465,0.463170889640943,0.105,0.182,1
0.167213613130189,-0.044845902576386,0.024,0.055,1
0.16787728141408,0.273180042760091,0.094,0.164,1
0.167926801938414,-0.042859349700198,0.024,0.055,1
0.16797642178735,0.0534385787370687,0.035,0.073,1
0.16797642178735,0.127825752758109,0.035,0.073,1
0.168031742695376,0.120085529914678,0.047,0.091,1
0.16827525114108,0.0638818676438463,0.035,0.073,1
0.168574479390691,0.124788937365697,0.035,0.073,1
0.168642272463667,0.073945161636923,0.024,0.055,1
0.168824154431009,0.336966509166666,0.118,0.2,1
0.168874106787772,0.143389898699093,0.035,0.073,1
0.16900086444831,-0.0125248001305718,0.024,0.055,1
0.169109046764155,0.267947802121592,0.159,0.255,1
0.169224178738241,0.109947843776358,0.071,0.127,1
0.169339744317205,0.216841078590579,0.047,0.091,1
0.169360028154278,0.0270808702995137,0.024,0.055,1
0.169602258541323,0.0965325519797208,0.047,0.091,1
0.169719764010492,0.0547310354314572,0.024,0.055,1
0.169719764010492,0.108899642243596,0.024,0.055,1
0.169719764010492,0.0748967433394185,0.024,0.055,1
0.169865077787908,0.238083948746927,0.047,0.091,1
0.170080072445025,0.0372121979261487,0.024,0.055,1
0.170452616266057,0.062952326779379,0.059,0.109,1
0.170802408757038,0.0929185236840411,0.024,0.055,1
0.170802408757038,0.134049143311516,0.024,0.055,1
0.171164437486367,0.0772874408652825,0.024,0.055,1
0.171164437486367,-0.0135968373074028,0.024,0.055,1
0.17122905633491,-0.012826980284107,0.036,0.073,1
0.171293073499699,-0.10439076856836,0.014,0.036,1
0.171293073499699,-0.0829156704655426,0.014,0.036,1
0.17132222685643,0.0640886665294496,0.06,0.109,1
0.17143212826913,0.33956030967686,0.107,0.182,1
0.171875186209244,0.160081898098442,0.059,0.109,1
0.172455600403154,0.503147829719984,0.033,0,1
0.172618299456961,0.0268924578451087,0.024,0.055,1
0.173107582452924,0.579803274314788,0.199,0.327,1
0.173674973493705,-0.0460154142868316,0.014,0.036,1
0.174154309022691,-0.0405467138332089,0.014,0.036,1
0.174154309022691,-0.0515949358427508,0.014,0.036,1
0.174455414376228,0.55244111381611,0.3,0.509,1
0.174634631911223,-0.0471170196444206,0.014,0.036,1
0.174634631911223,-0.0526166015108946,0.014,0.036,1
0.174680984789401,1.06278310964234,0.604,0.836,1
0.174759672932149,0.14457305027544,0.047,0.091,1
0.174861587056077,0.0402858430785264,0.036,0.073,1
0.174880197949491,0.465481134502121,0.252,0.4,1
0.175115943089594,0.0123104095609066,0.014,0.036,1
0.175115943089594,0.0111314642374963,0.014,0.036,1
0.175115943089594,-0.0136595433699101,0.014,0.036,1
0.175115943089594,-0.0236416316019623,0.014,0.036,1
0.175154765025593,0.0502638551735568,0.073,0.127,1
0.175472560082013,0.0354954933835864,0.036,0.073,1
0.175499192663607,0.223079889428506,0.122,0.2,1
0.175598243485473,-0.040242542837657,0.014,0.036,1
0.175598243485473,-0.0451500890718342,0.014,0.036,1
0.175598243485473,0.0592617730432532,0.014,0.036,1
0.175598243485473,-0.0396448321181228,0.014,0.036,1
0.175598243485473,0.0504592631651851,0.014,0.036,1
0.175609976439592,0.687496212897285,0.741,0.945,1
0.175880048376388,-0.124996348984043,0.025,0.055,1
0.176077077791836,0.320745053467601,0.095,0.164,1
0.176081534023895,-0.0158637200741718,0.014,0.036,1
0.176081534023895,-0.0424061751079169,0.014,0.036,1
0.176081534023895,-0.0469092316700178,0.014,0.036,1
0.176081534023895,0.0130493385550272,0.014,0.036,1
0.176081534023895,-0.030490376997698,0.014,0.036,1
0.176081534023895,0.0677240700892452,0.014,0.036,1
0.176081534023895,0.0436220160845996,0.014,0.036,1
0.176081534023895,0.0290035746740621,0.014,0.036,1
0.176081534023895,-0.0175409270753689,0.014,0.036,1
0.176081534023895,-0.0510794299717868,0.014,0.036,1
0.176081534023895,0.0868214852654799,0.014,0.036,1
0.176565815627249,-0.0437785278205754,0.014,0.036,1
0.176565815627249,0.077116810618705,0.014,0.036,1
0.177051089215267,0.0638417776096146,0.014,0.036,1
0.177051089215267,0.0112256316703441,0.014,0.036,1
0.177051089215267,0.0396992023940467,0.014,0.036,1
0.177051089215267,0.115953154400345,0.014,0.036,1
0.177141575347187,0.460764970406497,0.032,0,1
0.17718090075943,0.195449080524436,0.269,0.418,1
0.177516280588936,0.0237054366329948,0.048,0.091,1
0.177524109942571,-0.119988795681544,0.005,0.018,1
0.178086696025837,-0.0607544986136031,0.036,0.073,1
0.178229590750806,0.150087509070939,0.097,0.164,1
0.178328896993966,-0.164784910911622,0.005,0.018,1
0.178861403309356,0.104519317155747,0.036,0.073,1
0.179068932698221,0.185031747628493,0.047,0.091,1
0.179136395879113,-0.0597388106440762,0.005,0.018,1
0.179136395879113,-0.0714219838097718,0.005,0.018,1
0.179136395879113,-0.0824185063343136,0.005,0.018,1
0.179136395879113,-0.0744410390618008,0.005,0.018,1
0.179177126690492,0.185018161767707,0.122,0.2,1
0.179340862201424,0.172685500861067,0.047,0.091,1
0.179946610674527,-0.039727342715867,0.005,0.018,1
0.179946610674527,-0.0482910386114903,0.005,0.018,1
0.179946610674527,-0.037969156857937,0.005,0.018,1
0.179946610674527,-0.0388650363076025,0.005,0.018,1
0.179946610674527,-0.0287746122817377,0.005,0.018,1
0.179946610674527,-0.0579189085122301,0.005,0.018,1
0.180198663548181,0.679477594609428,0.085,0.036,1
0.180417781808486,0.0898201850332663,0.036,0.073,1
0.180693000974037,0.519433583127937,0.245,0.4,1
0.18070511636014,0.182571273318604,0.047,0.091,1
0.180759545436442,-0.0620328547909678,0.005,0.018,1
0.180759545436442,-0.0160307586327781,0.005,0.018,1
0.180759545436442,-0.0311132680456607,0.005,0.018,1
0.180759545436442,-0.0340403132848243,0.005,0.018,1
0.180759545436442,-0.0616588359153589,0.005,0.018,1
0.180759545436442,-0.0167579896937671,0.005,0.018,1
0.180759545436442,-0.04907971624766,0.005,0.018,1
0.180759545436442,-0.0272903516497647,0.005,0.018,1
0.180759545436442,-0.0476182222478758,0.005,0.018,1
0.180759545436442,-0.0379612630794572,0.005,0.018,1
0.180759545436442,-0.0396102597460768,0.005,0.018,1
0.180759545436442,-0.0428042172912937,0.005,0.018,1
0.180759545436442,-0.0460891318744614,0.005,0.018,1
0.180759545436442,-0.0414192659375884,0.005,0.018,1
0.180759545436442,-0.0319235381886657,0.005,0.018,1
0.180759545436442,-0.0542323311681154,0.005,0.018,1
0.180759545436442,-0.0378073212656491,0.005,0.018,1
0.180759545436442,-0.0368713246709961,0.005,0.018,1
0.180759545436442,-0.0569798277323315,0.005,0.018,1
0.180759545436442,-0.0411457977354777,0.005,0.018,1
0.180759545436442,-0.0403592171869849,0.005,0.018,1
0.180759545436442,-0.060375694376452,0.005,0.018,1
0.180759545436442,-0.0497649285118303,0.005,0.018,1
0.180759545436442,-0.0404097349819308,0.005,0.018,1
0.180759545436442,-0.0545111810355369,0.005,0.018,1
0.180759545436442,-0.0209578994705304,0.005,0.018,1
0.181206711460165,0.0747408152949474,0.06,0.109,1
0.181252970655017,0.193133627312423,0.047,0.091,1
0.181420345677184,-0.0132182929559742,0.025,0.055,1
0.181575204200671,-0.014707116297791,0.005,0.018,1
0.181575204200671,-0.0372937030544686,0.005,0.018,1
0.181575204200671,-0.0178264527731797,0.005,0.018,1
0.181575204200671,-0.0126483808227282,0.005,0.018,1
0.181575204200671,0.0414453663153319,0.005,0.018,1
0.181575204200671,0.0380347568860462,0.005,0.018,1
0.181575204200671,-0.0109334613960207,0.005,0.018,1
0.181575204200671,0.0558586757417153,0.005,0.018,1
0.181575204200671,0.0198710753458184,0.005,0.018,1
0.181575204200671,0.0285171452701413,0.005,0.018,1
0.181575204200671,-0.0256038663928562,0.005,0.018,1
0.181575204200671,0.0144233348476703,0.005,0.018,1
0.181575204200671,0.0111163440096896,0.005,0.018,1
0.181575204200671,-0.0312259337388376,0.005,0.018,1
0.181575204200671,-0.0427652561099245,0.005,0.018,1
0.181575204200671,-0.0231999510191926,0.005,0.018,1
0.181575204200671,-0.0363809798354237,0.005,0.018,1
0.181575204200671,-0.0305280628820254,0.005,0.018,1
0.181575204200671,-0.0322162063580957,0.005,0.018,1
0.181575204200671,0.018879008550024,0.005,0.018,1
0.181575204200671,0.011653855234157,0.005,0.018,1
0.181575204200671,-0.012494291315766,0.005,0.018,1
0.181575204200671,-0.0309886861482289,0.005,0.018,1
0.181575204200671,-0.0304816100980873,0.005,0.018,1
0.181575204200671,-0.0380140761956631,0.005,0.018,1
0.181575204200671,-0.0338848839971165,0.005,0.018,1
0.181575204200671,-0.0167605743160803,0.005,0.018,1
0.181575204200671,-0.0141576504677001,0.005,0.018,1
0.181575204200671,-0.021000670644049,0.005,0.018,1
0.181575204200671,0.0816028806484742,0.005,0.018,1
0.181575204200671,-0.0220700842268077,0.005,0.018,1
0.181575204200671,0.0123222294786533,0.005,0.018,1
0.181575204200671,-0.0255574279030087,0.005,0.018,1
0.181575204200671,-0.038521329425974,0.005,0.018,1
0.181575204200671,-0.0124408138828454,0.005,0.018,1
0.181575204200671,-0.0220386435792762,0.005,0.018,1
0.181575204200671,-0.0102420863604619,0.005,0.018,1
0.181575204200671,-0.0107843435689159,0.005,0.018,1
0.181575204200671,-0.0231173048238695,0.005,0.018,1
0.181575204200671,-0.0290691494546014,0.005,0.018,1
0.181575204200671,0.0405011666566779,0.005,0.018,1
0.181575204200671,-0.0412791969800002,0.005,0.018,1
0.181575204200671,0.0824679951192652,0.005,0.018,1
0.181575204200671,0.0159748310573139,0.005,0.018,1
0.181575204200671,0.0317891907526723,0.005,0.018,1
0.181575204200671,-0.0570495400128793,0.005,0.018,1
0.181575204200671,-0.0247482073968947,0.005,0.018,1
0.181575204200671,-0.0144739221398351,0.005,0.018,1
0.181575204200671,0.0695343200344769,0.005,0.018,1
0.181575204200671,-0.0299310612194347,0.005,0.018,1
0.181575204200671,0.0673950371644395,0.005,0.018,1
0.181575204200671,0.0142733040929243,0.005,0.018,1
0.181575204200671,-0.0258871665404089,0.005,0.018,1
0.181575204200671,-0.0121295006386125,0.005,0.018,1
0.181575204200671,-0.0626222972395273,0.005,0.018,1
0.181575204200671,-0.0249333483434585,0.005,0.018,1
0.181575204200671,-0.0130928909853013,0.005,0.018,1
